user_id,name,age,email,address,device_type,listening_time,subscription_type,subscription_category
3826,Timothy Thomas,44,jrose@example.com,"615 Snyder Villages Apt. 451, Smithburgh, KY 43918",Desktop,4728,Premium,Yearly
3827,Joseph Hart MD,44,rjohnson@example.net,"17195 Destiny Ville Apt. 218, Port Randy, MT 62312",Tablet,587,Family,Monthly
3828,Brian Frank,44,caseyramirez@example.org,"9106 Hughes Ridges, West Christine, VI 04702",Desktop,6433,Free,Yearly
3829,Deanna Rice,44,angela40@example.org,"USNS Phillips, FPO AA 18080",Tablet,9969,Free,Yearly
3830,Cheyenne Chase,59,angela19@example.com,"73282 Stephanie River, South April, NM 36097",Mobile,792,Premium,Monthly
3831,Pamela Williams,44,vanessagray@example.com,"USNV Combs, FPO AP 76728",Mobile,2957,Family,Yearly
3832,Christopher Morgan,70,lewisdonald@example.net,"5352 Andrea Crossing Suite 284, New Nathan, SD 26489",Desktop,4115,Family,Yearly
3833,Taylor Gomez,35,baileyana@example.org,"090 Martinez Forges, Smithmouth, HI 08387",Mobile,9038,Family,Yearly
3834,Emily Cole,44,bweeks@example.org,"00690 Kimberly Plains, Hernandezchester, AZ 29976",Mobile,5198,Premium,Yearly
3835,Patricia Waters,52,audrey44@example.com,"418 Katelyn Harbor, New Ashley, LA 04484",Desktop,969,Premium,3 Month
3836,Denise Morrison,56,qjenkins@example.com,"24300 Strong Well Apt. 974, South John, CA 66484",Desktop,5912,Premium,3 Month
3837,Steven Martin,44,margaret08@example.org,"472 Matthew Lane, Lake Sara, IL 30939",Tablet,9360,Premium,Yearly
3838,Stephanie Henderson,41,jodimccarty@example.com,"7379 Weber Grove Apt. 892, Andersonfort, HI 57291",Mobile,6577,Free,Monthly
3839,Janet Blackwell,44,jaclyn87@example.org,"0647 Frazier Locks, East Robertport, NH 96529",Desktop,244,Free,Yearly
3840,Tim Young,37,sheabrandon@example.com,"02676 Lynn Loaf, East Michaelbury, AL 91510",Desktop,7840,Premium,Monthly
3841,Paul Johnson,44,gphelps@example.net,"6916 Welch Burgs Apt. 902, Tranberg, NY 57881",Mobile,246,Premium,Monthly
3842,Monica Ortiz,54,wramirez@example.org,"64198 Catherine Isle, South Charles, SD 29434",Mobile,8756,Family,Monthly
3843,Jennifer Collins,66,fredericklewis@example.com,"66195 Christopher Cliff, Marychester, MN 01773",Tablet,6917,Premium,Monthly
3844,Rebecca Brown,19,webbbelinda@example.com,"17217 Jonathan Orchard Apt. 395, Port Sylvia, OR 12078",Mobile,1704,Premium,Monthly
3845,William Mason,44,julianhopkins@example.org,"6516 Hoover Rapid, Port Elizabeth, NC 57349",Desktop,7910,Family,Yearly
3846,Thomas Torres,23,timothy45@example.com,"2459 Kimberly Junction Suite 521, Wardtown, MI 37086",Mobile,2369,Premium,Monthly
3847,Shawn Mcdonald,44,davidsonjohn@example.org,"98899 Maria Circle Suite 785, Contrerasland, IA 58214",Mobile,6490,Family,Monthly
3848,Brian Gibbs,21,michaelbell@example.org,"893 Smith Passage Suite 564, East Jamesstad, AL 21289",Mobile,8170,Premium,Yearly
3849,Sara Love,41,heatheryoung@example.com,"Unit 7504 Box 1732, DPO AP 80889",Desktop,4810,Family,3 Month
3850,Margaret Lopez,56,meganfowler@example.org,"42115 Tina Landing Suite 252, Lake Dawnshire, PA 43875",Desktop,2213,Premium,Monthly
3851,Jennifer Hernandez,44,zreynolds@example.org,"50387 Karen Turnpike Suite 871, Linshire, OR 56824",Mobile,9200,Premium,Monthly
3852,Michael Villanueva,44,whiteangela@example.org,"91488 Jeremy Canyon, Lake Kylieshire, NV 60231",Tablet,3138,Premium,Monthly
3853,Holly Murphy DVM,44,deborahchavez@example.com,"430 Pittman Isle Suite 766, New Charlene, FM 20945",Desktop,1296,Free,Monthly
3854,Gregory Lee,57,clarkbrandon@example.com,"2135 Baker Drives, Pattersontown, OH 99185",Tablet,1526,Free,Yearly
3855,Anthony Morgan,40,qwagner@example.net,"PSC 8603, Box 0610, APO AE 55866",Tablet,7126,Family,3 Month
3856,Shelly Smith,44,qwood@example.org,"64707 Gilmore Via Apt. 128, South Allison, AZ 70139",Desktop,5854,Family,Monthly
3857,Lisa Peterson,44,robinsonmichael@example.com,"418 Andre Groves, Joneshaven, AL 59346",Desktop,5110,Premium,3 Month
3858,Benjamin Gonzalez,44,vross@example.com,"4450 Timothy Harbor Apt. 338, Cassandramouth, OR 48076",Desktop,9253,Free,Yearly
3859,Melanie Hernandez,44,thompsonbrendan@example.org,"1198 Patrick Glen, Jacobmouth, KS 37067",Desktop,4423,Free,Monthly
3860,Michelle Bullock,60,vhatfield@example.org,"PSC 1765, Box 5454, APO AP 48468",Desktop,9770,Premium,Monthly
3861,Richard Ramirez,44,rodgerschris@example.net,"877 Ashley Knolls Suite 411, Susanville, WI 62167",Desktop,5231,Premium,Monthly
3862,Carl Pratt,44,stephanie61@example.net,"3353 Rachael Junctions Suite 433, East Davidborough, MD 71628",Mobile,9323,Premium,3 Month
3863,Kathryn Jenkins,64,sarah31@example.com,"783 Atkinson Mount Suite 381, New Dorothyland, AL 12189",Mobile,450,Family,Monthly
3864,Frank Wilcox,28,vwalker@example.net,"666 Wilson Causeway, North Cody, VA 63343",Mobile,4012,Premium,Monthly
3865,Scott Stevens,37,natashajenkins@example.com,"14407 David Forest, New Jessica, TX 09701",Mobile,9401,Free,Monthly
3866,Eddie Williams,44,ricardo87@example.net,"PSC 7243, Box 1062, APO AP 05690",Desktop,5970,Free,Monthly
3867,Jennifer Mcdaniel,44,jamesjoseph@example.com,"93866 Eric Gateway, Lake Dominique, NE 77012",Mobile,6352,Free,3 Month
3868,Kaitlyn Martinez,44,jaime23@example.com,"34354 Ingram Coves, Berryshire, RI 58657",Desktop,4102,Premium,Monthly
3869,Richard Townsend,27,wnelson@example.com,"173 Willis Land Suite 868, North Caleb, HI 98806",Mobile,6761,Free,Yearly
3870,Joseph Jarvis,59,josephboyle@example.org,"149 Bridges Garden, Taylorview, PR 89267",Tablet,7769,Family,Monthly
3871,Donna Phillips,22,michellecurry@example.org,"8281 Harris Stream Apt. 039, Port Sarahmouth, KY 21707",Tablet,8875,Premium,Yearly
3872,Sandra Sexton,44,jonesronald@example.net,"3871 Shawn Court Suite 267, East Kathleen, MO 63414",Desktop,2615,Premium,Yearly
3873,Virginia Bradley,20,robertsjerry@example.net,"7158 Snyder Pike, Elizabethshire, FL 79089",Mobile,8494,Free,Monthly
3874,Blake Wright,44,burkechristopher@example.org,"968 Suzanne Streets, Youngview, UT 75088",Mobile,1937,Premium,Monthly
3875,Mark Beltran,49,billyshepherd@example.com,"358 Knight Cove, Nicolestad, MO 52821",Mobile,6898,Family,Yearly
3876,Christian Schneider,41,kelli09@example.com,"00015 Erik Dam, Oconnorside, AL 74670",Desktop,2909,Family,Yearly
3877,Bethany Rasmussen,65,ugibbs@example.net,"1993 Lisa Forges, East Diana, OR 63164",Desktop,2753,Free,Yearly
3878,James Munoz,44,jgallegos@example.org,"5080 Luis Cove Apt. 376, Deborahmouth, CT 38634",Desktop,3744,Premium,Monthly
3879,Todd Ramirez,66,smosley@example.net,"517 George Fort, North Karenhaven, FL 70472",Tablet,5717,Family,Monthly
3880,Audrey Tucker,56,hoodadam@example.org,"45705 Turner Springs, Stacyhaven, NY 90790",Mobile,2128,Premium,Monthly
3881,Joseph Schmidt,44,cynthia71@example.net,"26642 Melanie Pines, Katherineview, OK 04137",Mobile,1469,Family,Yearly
3882,Mary Fox,69,noah43@example.org,"Unit 1634 Box 6400, DPO AP 41564",Desktop,580,Premium,Monthly
3883,Nicole Grimes,44,bflores@example.net,"4235 Tracey Tunnel, West Alex, AZ 06624",Desktop,5617,Premium,Monthly
3884,Mary Nunez,53,james00@example.com,"13302 Kelly Lake, Lake Tammyside, MS 68300",Desktop,5667,Family,Yearly
3885,Michelle Farrell,55,angelholland@example.com,"8229 Cory Crescent, North Robertborough, OH 22822",Tablet,1435,Family,Monthly
3886,Felicia James,29,ghubbard@example.org,"6304 Elizabeth Road, West Davidton, MN 30815",Desktop,6542,Premium,Yearly
3887,Julia Carroll,44,lochoa@example.org,"4470 Lowery Estates Suite 765, West Kenneth, LA 88566",Desktop,2335,Free,3 Month
3888,Jenna Davis,44,sharpjessica@example.org,"762 Mary Neck, West Wyattfurt, MD 92638",Tablet,2154,Free,Monthly
3889,Meredith Montes,44,joanne06@example.org,"375 Galvan Plain Suite 422, Andersonport, NY 16560",Desktop,5143,Free,Monthly
3890,Steven Davila,44,melanie99@example.org,"73877 Nielsen Road Suite 011, Mendozastad, ND 03080",Mobile,1918,Family,3 Month
3891,Kristen Reilly,44,fcortez@example.com,"5886 Esparza Loaf, Jeffreyhaven, ID 84817",Desktop,9240,Premium,Monthly
3892,Jesus King,68,samuel37@example.org,"32010 Moore Stravenue Suite 909, New Tonya, AL 52598",Desktop,4054,Premium,3 Month
3893,Sean Brown,44,oharper@example.com,"01544 Cohen Parkways, Donaldmouth, UT 12689",Tablet,626,Premium,Yearly
3894,Ashley Swanson,51,ybryant@example.com,"0623 Mullins Point Suite 609, Jennifermouth, OH 31225",Mobile,2088,Premium,Monthly
3895,Tracy Gentry,32,tyler60@example.net,"56314 Gary Shores, Justinfort, MS 86119",Mobile,5810,Premium,Monthly
3896,Phillip Santana,49,davidrollins@example.net,"8955 Armstrong Unions Suite 281, Bakerfurt, GU 66216",Mobile,2815,Premium,Yearly
3897,Dalton Williams,44,qmatthews@example.com,"1042 Burns Manor Suite 948, Kellyfort, VA 14266",Desktop,5003,Free,Monthly
3898,Stephanie Stevenson,44,sgarcia@example.net,"44017 Rocha Valleys Apt. 426, North David, MN 10670",Tablet,9178,Premium,Yearly
3899,Eric Webb,44,nwalls@example.com,"Unit 1603 Box 6398, DPO AA 59394",Desktop,1642,Family,Monthly
3900,Erika Harrison,34,carriepearson@example.com,"5597 Santos Ports, Michaeltown, NY 77502",Desktop,3669,Premium,Monthly
3901,Heather Marsh,24,tammy89@example.com,"7748 Edward Branch, Hudsonmouth, VI 33101",Desktop,5167,Premium,Yearly
3902,Lisa Cohen,58,danieltorres@example.net,"6992 Vanessa Streets Apt. 240, New Joelhaven, NC 50139",Mobile,4806,Free,3 Month
3903,Eric Christian,65,harmonjennifer@example.org,"PSC 1121, Box 8498, APO AP 34734",Desktop,2183,Family,Monthly
3904,Christopher Weaver,44,mvargas@example.net,"060 Stewart Green, Owenfort, KY 65428",Desktop,351,Premium,Monthly
3905,Jasmine Levy,44,bridget63@example.net,"7282 Hines Tunnel Apt. 371, South Laurenview, AK 88743",Tablet,9194,Premium,3 Month
3906,Frederick Johnson,44,nmacdonald@example.net,"3890 Shaw Cliff Apt. 762, Tashachester, MA 15835",Mobile,6100,Family,Monthly
3907,Gwendolyn Kelley,44,omccullough@example.com,"Unit 4922 Box 2233, DPO AE 99248",Mobile,5663,Family,Yearly
3908,Steven Williamson,63,dennismoore@example.org,"49724 Cuevas Walks, East Keith, OK 52758",Mobile,2770,Premium,Yearly
3909,Brandi Smith,44,egarcia@example.org,"374 David Drive Apt. 288, Benjaminland, AK 04552",Mobile,7896,Premium,Monthly
3910,Sherri Collins,49,hillamanda@example.com,"1723 Jordan Port, New Isaiah, MI 09126",Tablet,249,Free,Yearly
3911,Jason Garcia,44,warepatrick@example.net,"94809 Craig Harbor, South Gailside, KS 97449",Tablet,7231,Premium,Monthly
3912,Tammy Long,49,jamesadams@example.com,"Unit 2554 Box 9635, DPO AP 76651",Desktop,5818,Free,Yearly
3913,Shirley Estrada,21,howellanne@example.com,"0752 Hill Harbor, Port Matthewberg, MA 32371",Desktop,4132,Family,Monthly
3914,Jonathan West,29,zcook@example.org,"83234 Hall Shores Apt. 782, South Summerton, MP 10932",Mobile,5391,Free,Monthly
3915,Cassandra Guzman,21,dhart@example.com,"Unit 4545 Box 2346, DPO AP 93998",Mobile,9193,Premium,Yearly
3916,Kevin Vazquez,44,garciadebra@example.com,"916 Crystal Motorway, New Brian, NH 06130",Desktop,4259,Premium,3 Month
3917,Adam Orr,55,hendersonheather@example.com,"0876 Smith Isle, West Riley, MD 13019",Desktop,901,Family,Yearly
3918,Michael Shaw,44,ccherry@example.org,"18156 Bryan Canyon Suite 457, Port Angela, CT 22464",Mobile,1154,Family,3 Month
3919,Nicholas Williams,60,allisongray@example.com,"USS Martin, FPO AP 95670",Mobile,3482,Premium,3 Month
3920,Jon Jones,41,watsonheather@example.net,"1382 Johnson Pass, Lake Amyport, TX 41409",Mobile,6502,Family,3 Month
3921,William Cunningham,39,xarmstrong@example.net,"01435 Julia Stravenue, South George, WV 83555",Desktop,8755,Free,Monthly
3922,Maria Swanson,23,michaelgamble@example.org,"7463 Daniels Parkway, Thomasberg, MP 42658",Mobile,2946,Family,3 Month
3923,Melinda Lopez,49,kellyperry@example.net,"013 Hahn Summit, New Anthony, NH 37603",Desktop,9076,Family,3 Month
3924,Kristen Ortiz,22,nicholsbrittany@example.org,"778 Thomas Valley Suite 951, South Dianahaven, WV 23951",Mobile,653,Family,3 Month
3925,Barbara Bowman,20,caitlynherman@example.com,"Unit 6562 Box 4772, DPO AP 84702",Tablet,5090,Premium,3 Month
3926,John Williams,24,pmcmahon@example.net,"51736 Christensen Fords Apt. 950, Annshire, AR 70452",Desktop,7853,Free,3 Month
3927,Lauren Sanders,54,sortiz@example.net,"9359 Jeffrey Route, Robertchester, FM 77925",Tablet,2568,Premium,Monthly
3928,Cody Schultz,27,navarronatalie@example.com,"33449 Hawkins Radial Apt. 983, Dawnborough, MN 29514",Mobile,4069,Premium,3 Month
3929,Rebecca Miranda,44,wrodriguez@example.net,"199 Melissa Spring, Lake Brandonview, UT 09628",Mobile,8292,Free,Yearly
3930,Traci Martin,70,burnettbobby@example.org,"PSC 5614, Box 0103, APO AA 29200",Mobile,4897,Free,3 Month
3931,Morgan Estes,46,samantha55@example.org,"6707 Thomas Lakes Apt. 473, Taylorburgh, KS 68706",Mobile,6726,Free,3 Month
3932,Manuel Rogers,44,veronicahenry@example.com,"1018 Wall Loop Apt. 646, Port Brianfort, IL 55673",Mobile,965,Family,3 Month
3933,James Dorsey,65,smitheric@example.net,"56872 Davis Spurs Apt. 321, Lisaville, NC 93277",Mobile,1093,Premium,Monthly
3934,Carlos Mejia,44,benjamin63@example.net,"4405 Blair Locks Apt. 373, Foxshire, NV 75070",Desktop,2172,Premium,Monthly
3935,Kyle Parker,44,pennyporter@example.com,"3084 Richard Inlet Suite 306, Lake Christianhaven, TX 37125",Mobile,5149,Premium,Monthly
3936,Michael Lynch,68,afinley@example.org,"58744 Smith Meadows Suite 520, Marybury, NM 69634",Mobile,6628,Premium,3 Month
3937,Michelle Perez,49,btorres@example.net,"728 Ewing Trail, Martinezville, AK 50187",Desktop,8763,Premium,Yearly
3938,Shannon Wilson,44,suzannewilson@example.net,"21052 Romero Crossroad Suite 706, Davisbury, UT 86772",Mobile,1387,Premium,Monthly
3939,Margaret Green,68,corey93@example.org,"30813 Campbell Alley, North Hectorport, DE 81367",Tablet,3640,Premium,3 Month
3940,Richard Edwards,44,fordjeremiah@example.com,"7112 Lisa Path, Parkerstad, NV 41850",Desktop,9380,Premium,3 Month
3941,Cynthia Atkins,20,jessicaparks@example.net,"781 Williams Circle Suite 509, East Amanda, AK 61451",Mobile,8892,Free,Monthly
3942,Philip Russell,44,jmatthews@example.org,"0861 Andrew Knoll, Ryanport, MI 03912",Tablet,1121,Family,Yearly
3943,Michelle Barker,48,sotostacy@example.com,"609 Fields Roads Suite 876, New Sandraside, HI 99779",Mobile,6126,Family,Yearly
3944,Kayla Murphy,24,austinmichael@example.com,"350 Frazier Meadows, Huntermouth, WI 92704",Mobile,7436,Premium,Yearly
3945,Catherine Pitts,44,ecohen@example.net,"489 David Land Suite 623, Andreamouth, MO 33727",Mobile,1840,Premium,Monthly
3946,Allison Scott,48,melissa97@example.org,"76033 Mcfarland Green, Josephside, PA 09757",Desktop,1505,Free,Yearly
3947,Jason Ryan,37,ashley59@example.net,"PSC 6125, Box 5827, APO AA 17210",Mobile,6268,Premium,Monthly
3948,Alicia Brooks,35,goodwincameron@example.net,"961 Brown Cliffs Suite 057, East Laura, KS 77413",Mobile,8273,Family,Yearly
3949,Ashley Zhang,66,swansonbruce@example.org,"07214 Michele Isle, South Robert, NC 93886",Desktop,1740,Premium,Monthly
3950,John Oneill,44,ubarron@example.com,"6296 Kelly Forges Suite 053, North Meghanport, MO 68340",Mobile,5286,Family,Yearly
3951,Jason Lindsey,44,taylormichael@example.org,"241 Miguel Village Apt. 531, Brianabury, FM 47512",Tablet,5175,Premium,Yearly
3952,Jeff Brooks,41,mortonalexander@example.com,"0951 Lisa Ramp, South Bradleyfurt, MT 77815",Tablet,6999,Family,3 Month
3953,Katie Anderson,57,cgoodman@example.net,"Unit 6512 Box 6207, DPO AE 49957",Mobile,1113,Free,3 Month
3954,Nathan Hall,68,tom40@example.org,"Unit 3005 Box 7814, DPO AP 64480",Mobile,2032,Family,Monthly
3955,Todd Owens,20,carrieavila@example.org,"73262 Simmons Corners Suite 484, West Keithborough, AS 14054",Tablet,3245,Family,Yearly
3956,Lawrence Daugherty,44,brookejohns@example.com,"1588 Rodriguez Springs Suite 490, North Jamesburgh, PR 60504",Mobile,1701,Premium,3 Month
3957,Andrew Holloway,44,johnrodriguez@example.net,"139 Carter Trafficway Suite 642, Port Deborahville, HI 39502",Tablet,5796,Premium,Yearly
3958,Andrew Diaz,44,kentmatthew@example.net,"373 Hobbs Isle, East Stephanietown, ND 44805",Mobile,6028,Premium,Yearly
3959,Arthur Boone,44,nbutler@example.com,"25154 Hernandez Locks Apt. 792, Williamsberg, NH 04452",Mobile,7529,Free,Yearly
3960,Robert Baker,44,brownamanda@example.com,"033 Robinson Terrace, Port Alexisstad, NV 38966",Desktop,4708,Premium,Monthly
3961,Alicia Hendrix,44,christinamyers@example.net,"9143 Jonathan Pike, Lake Steven, MN 85858",Mobile,5009,Free,Monthly
3962,Jill Peterson,67,cookmichelle@example.com,"7157 Patricia Wall, East Kelsey, AZ 51123",Mobile,9726,Premium,3 Month
3963,Mike Carter,36,amanda10@example.org,"3053 Berry Ports Apt. 846, Ponceshire, WA 70716",Mobile,8199,Premium,3 Month
3964,Philip Roman,24,egrimes@example.com,"26153 Kathryn Throughway, Lake Sarahburgh, VA 52136",Desktop,1808,Premium,Monthly
3965,Tom Keller,70,wilsonmelissa@example.org,"56665 Rebecca Locks, Tylertown, MO 35642",Tablet,1829,Premium,Yearly
3966,Carla Castro,44,njones@example.org,"USNS Bradford, FPO AE 98280",Tablet,4127,Premium,3 Month
3967,Roberto Martin,44,xacosta@example.com,"USCGC Brown, FPO AE 04197",Mobile,8006,Premium,Yearly
3968,Russell Burns,44,sbell@example.net,"495 Park Row, Lake Williamview, MO 89024",Mobile,7251,Premium,Yearly
3969,Benjamin Dalton,44,drakejennifer@example.com,"9558 John Junction Suite 978, Gibsonville, KS 32812",Desktop,8654,Family,Monthly
3970,Lorraine Carr,44,jasminedixon@example.org,"062 Santos Port, New Caitlinport, WI 14458",Mobile,4350,Premium,3 Month
3971,Jonathan Dominguez,63,aguilarraymond@example.net,"574 Michael Turnpike Apt. 591, West Kimberlyshire, CT 14623",Tablet,8675,Premium,3 Month
3972,Tracey Moore,56,nstein@example.net,"0047 Michael Place Suite 638, Bradyshire, PA 35967",Tablet,4889,Premium,Yearly
3973,Matthew Mann,60,mperry@example.org,"80827 Collier Pine, East Heidi, PR 48770",Mobile,1245,Premium,3 Month
3974,Russell Price,68,rtyler@example.org,"27397 Fuller Viaduct Apt. 496, Michaelaton, OK 16297",Mobile,4967,Premium,Yearly
3975,Nicole Hudson,22,moranjennifer@example.net,"15310 Stephanie Plain Suite 737, Laurabury, MA 01416",Desktop,7173,Family,3 Month
3976,Sean Snyder,65,davisluke@example.com,"70241 Laura Lakes, West Coryport, WI 96769",Tablet,8721,Premium,Monthly
3977,Marcus Anderson,44,kyle52@example.net,"USNV Kline, FPO AP 17285",Mobile,1286,Family,Yearly
3978,Dana Kelly,53,williemccarthy@example.org,"668 Simmons Throughway, Deanton, MA 48643",Mobile,4569,Premium,3 Month
3979,Mary Ramirez,59,ryanaustin@example.net,"USCGC Bush, FPO AA 13640",Mobile,9011,Free,Yearly
3980,Robert Wilkerson,44,mccoydiane@example.com,"763 Jeffery Dam, Dawnhaven, OR 21180",Mobile,2947,Family,3 Month
3981,Michael Allen,44,floresjoseph@example.org,"032 Oconnor Shore, Davidville, WV 76948",Tablet,8876,Free,3 Month
3982,Gabriella Contreras,44,mcollins@example.org,"27840 Adams Spur Suite 314, Timothyshire, AK 20114",Desktop,2390,Premium,Monthly
3983,Tiffany Perez,44,ibennett@example.com,"08242 Smith Lights, Cervantesview, KS 02827",Desktop,1095,Free,3 Month
3984,Thomas Rowe,43,tamara26@example.com,"0443 Dawson Drive Apt. 402, Fernandezshire, AL 03737",Mobile,975,Premium,3 Month
3985,Tina Pittman,44,theresa36@example.org,"1860 Alicia Mills, West Ashleyberg, ID 55966",Mobile,2325,Premium,Yearly
3986,William Church,59,ohammond@example.net,"55320 Lozano Brooks Suite 671, East Franklin, DE 10223",Desktop,2295,Premium,3 Month
3987,Sonia Ward,44,pauldyer@example.org,"1513 Douglas Gardens Suite 244, Jennifermouth, ND 87022",Desktop,3142,Premium,Monthly
3988,Diana Brown,44,lopezstacy@example.net,"572 Harrison Squares Suite 692, Alexmouth, WA 06070",Desktop,5907,Premium,Yearly
3989,Tina Herrera,46,khughes@example.com,"76851 Thomas Plains Suite 264, Christineville, SD 05094",Mobile,9327,Family,3 Month
3990,Anita Hernandez,26,lowens@example.net,"7359 Dawn Roads Suite 462, East Danielleburgh, ME 21949",Mobile,822,Premium,Monthly
3991,John Turner,44,farrelltimothy@example.com,"PSC 7612, Box 4478, APO AA 18640",Tablet,1661,Family,Yearly
3992,Jamie Greene,51,clayrita@example.org,"Unit 2042 Box 5845, DPO AE 59737",Desktop,7550,Free,Yearly
3993,Kelsey Mueller,30,lauren49@example.net,"Unit 2541 Box 8813, DPO AP 18557",Tablet,8916,Premium,Yearly
3994,Patricia Byrd,44,jennifercarr@example.com,"468 Nguyen Via, Michaelton, FL 11136",Mobile,6511,Family,3 Month
3995,Carol Jones,44,sarahjackson@example.net,"331 Sanders Trace, Lake Kevinmouth, VA 08847",Tablet,9109,Premium,Yearly
3996,Emily Christensen,44,michelle23@example.com,"PSC 3147, Box 1479, APO AE 75816",Mobile,2706,Premium,3 Month
3997,David Crawford,26,mitchellrodney@example.org,"51181 Aaron Coves, Jessicabury, IL 09206",Tablet,7668,Free,3 Month
3998,Patrick Ramirez,44,erica38@example.org,"9725 Frazier Camp, Arroyostad, MH 98199",Mobile,9408,Free,3 Month
3999,Kenneth Ponce,45,popejoe@example.com,"4325 Martinez Keys, South Jamie, WA 61988",Mobile,6954,Premium,Monthly
4000,Madison Rodriguez,44,jodyking@example.net,"34176 Ritter Wall Apt. 948, Port Kayla, AK 30826",Tablet,4400,Premium,Monthly
4001,Anna Lopez,44,michael77@example.net,"874 Reyes Orchard Apt. 477, Clarkside, MN 93834",Mobile,3038,Premium,3 Month
4002,Jennifer Beck,35,xtodd@example.com,"351 Thomas Causeway Suite 531, New Stephanie, NH 04826",Tablet,1608,Premium,Yearly
4003,Jessica Nichols DVM,44,fishernicholas@example.com,"PSC 7644, Box 8279, APO AA 07294",Desktop,8826,Premium,3 Month
4004,Thomas Franco,44,zorr@example.com,"USCGC Blankenship, FPO AA 84651",Tablet,3748,Premium,Yearly
4005,Tracy Gross,22,xreed@example.org,"31922 Cline Square Suite 308, South Preston, MI 38231",Mobile,3015,Free,Yearly
4006,James Jimenez,44,jessicabeard@example.net,"476 Brenda Lodge, Kevinburgh, MO 45990",Mobile,1880,Family,Monthly
4007,Thomas Morris,44,patrickrodgers@example.org,"3362 Scott Parks, Omarbury, FM 58130",Desktop,7585,Premium,Monthly
4008,Margaret Gross MD,70,nina53@example.org,"63022 Travis Light, North Alexbury, MT 16666",Desktop,435,Family,Yearly
4009,April Torres,35,garciajames@example.org,"0554 William Brook Apt. 997, New Joshua, FL 12828",Tablet,6154,Family,3 Month
4010,Gary Hayes,44,ejohnson@example.net,"0205 Tanya Trail Suite 823, New Dannyfurt, VA 22263",Tablet,2482,Family,Monthly
4011,Courtney Hines,44,qespinoza@example.com,"37162 Dennis Square, Port Jonathanberg, GU 69764",Desktop,3395,Free,Monthly
4012,Rodney Ryan,42,mary50@example.org,"36673 Pollard Roads, South Rogerhaven, NH 23036",Desktop,694,Free,Monthly
4013,Cory Rose,43,westkenneth@example.org,"31571 Ortiz Manors Apt. 519, North Marciamouth, LA 53800",Mobile,241,Premium,Yearly
4014,Jessica Ramirez,51,zimmermanvictoria@example.net,"88709 Roberto Forges, Lake Gabriela, AS 84537",Desktop,9510,Free,Yearly
4015,Ryan Chase,44,elainevalenzuela@example.net,"94784 Patterson Inlet, Bushhaven, HI 30463",Desktop,1151,Free,Monthly
4016,John Mitchell,24,james59@example.com,"Unit 0013 Box 7743, DPO AE 24142",Desktop,3100,Free,Monthly
4017,Patricia Gibson,25,mckinneykatherine@example.net,"4625 Avila Extension, West Josephville, NJ 68363",Tablet,287,Family,Yearly
4018,Mary Gardner,44,gprice@example.com,"Unit 2103 Box 1245, DPO AE 12298",Tablet,2962,Free,Monthly
4019,Jose Arnold,44,jameswhitehead@example.com,"90995 Ashley Isle Apt. 072, Nicoleville, KS 68672",Mobile,2590,Free,Monthly
4020,Joshua Carroll,40,johnsonjessica@example.net,"120 Hamilton Court, East Kyle, CO 98627",Desktop,287,Premium,Yearly
4021,Travis Kennedy,44,ngarcia@example.com,"53672 Bryant Squares Suite 226, West Patriciaside, SC 61019",Mobile,7502,Premium,3 Month
4022,Andrew Price,31,mclaughlinkatelyn@example.com,"03370 Chang Cliffs Apt. 294, Lake Jennifermouth, AK 98168",Mobile,8915,Free,Yearly
4023,Rachel Landry,65,jasonabbott@example.net,"698 Jenkins Harbor, North Jeffrey, OH 49437",Desktop,6013,Premium,Yearly
4024,Daniel Barnes,31,reynoldssandra@example.org,"58388 Tanner Shore Suite 285, Jeffreymouth, TN 63125",Tablet,912,Premium,Monthly
4025,Daniel Murphy,44,scottschultz@example.org,"806 David Circles, Rogersmouth, NE 82539",Desktop,6733,Premium,3 Month
4026,Lindsey Phillips,27,mwalton@example.net,"587 Barrett Glens, Lloydton, PR 75204",Mobile,9033,Family,Yearly
4027,Laura Taylor,42,valeriebradshaw@example.net,"72008 Ann Mission Apt. 398, Wellsview, PA 16129",Desktop,5917,Premium,Monthly
4028,Kevin Turner,44,lwhite@example.org,"9722 Glover Heights Suite 511, Laurenshire, IN 36434",Desktop,4974,Family,Monthly
4029,Brittany Allen,44,sfields@example.com,"97698 Frost Inlet, South Dawn, ND 74650",Tablet,7301,Premium,3 Month
4030,Deborah Ross,44,julie10@example.org,"657 Diana Run, Diazberg, WY 88579",Mobile,7897,Free,Yearly
4031,Kimberly Brown,25,crystalhudson@example.org,"1912 Schneider Mills, Jessicamouth, AS 72431",Mobile,6693,Family,3 Month
4032,Ann Hicks,44,darrell81@example.net,"456 Michelle Ford Apt. 481, Port Karen, GU 90900",Desktop,7751,Free,Yearly
4033,Janice Wilson,44,jamesmoore@example.com,"358 Jensen Street Apt. 094, East Renee, NE 96695",Mobile,7364,Free,Monthly
4034,Lori Ross,44,lreed@example.org,"58256 Jennifer Vista Apt. 180, Samanthaborough, OK 09247",Mobile,7487,Premium,Yearly
4035,Courtney Dixon,44,whitneycollins@example.com,"528 Alexander Green Apt. 135, Grayville, AR 48849",Mobile,2100,Family,3 Month
4036,Tina Kerr,44,geraldstanley@example.com,"594 Candice Valleys, Gregorytown, ID 11110",Desktop,5626,Premium,3 Month
